+0000.0000000537746953,+0000.0000000000000000
+0000.0000000602083671,+0000.0000000000000000
+0000.0000000665633194,+0000.0000000000000000
+0000.0000000721125252,+0000.0000000000000000
+0000.0000000777681321,+0000.0000000000000000
+0000.0000000852989404,+0000.0000000000000000
+0000.0000000949896228,+0000.0000000000000000
+0000.0000001052810537,+0000.0000000000000000
+0000.0000001144792593,+0000.0000000000000000
+0000.0000001232327226,+0000.0000000000000000
+0000.0000001339485743,+0000.0000000000000000
+0000.0000001478892050,+0000.0000000000000000
+0000.0000001632033284,+0000.0000000000000000
+0000.0000001770236697,+0000.0000000000000000
+0000.0000001893159069,+0000.0000000000000000
+0000.0000002037674229,+0000.0000000000000000
+0000.0000002236980961,+0000.0000000000000000
+0000.0000002472034874,+0000.0000000000000000
+0000.0000002690042868,+0000.0000000000000000
+0000.0000002869573811,+0000.0000000000000000
+0000.0000003063498286,+0000.0000000000000000
+0000.0000003336878181,+0000.0000000000000000
+0000.0000003678719416,+0000.0000000000000000
+0000.0000003995639325,+0000.0000000000000000
+0000.0000004236954693,+0000.0000000000000000
+0000.0000004478044370,+0000.0000000000000000
+0000.0000004847961879,+0000.0000000000000000
+0000.0000005349935337,+0000.0000000000000000
+0000.0000005829644340,+0000.0000000000000000
+0000.0000006163337693,+0000.0000000000000000
+0000.0000006454778370,+0000.0000000000000000
+0000.0000006932204899,+0000.0000000000000000
+0000.0000007642003378,+0000.0000000000000000
+0000.0000008332153459,+0000.0000000000000000
+0000.0000008761995671,+0000.0000000000000000
+0000.0000009068857949,+0000.0000000000000000
+0000.0000009660733238,+0000.0000000000000000
+0000.0000010670865500,+0000.0000000000000000
+0000.0000011691799406,+0000.0000000000000000
+0000.0000012257607544,+0000.0000000000000000
+0000.0000012529166637,+0000.0000000000000000
+0000.0000013209855407,+0000.0000000000000000
+0000.0000014608203335,+0000.0000000000000000
+0000.0000016082619732,+0000.0000000000000000
+0000.0000016780866065,+0000.0000000000000000
+0000.0000016888058276,+0000.0000000000000000
+0000.0000017590659694,+0000.0000000000000000
+0000.0000019532462306,+0000.0000000000000000
+0000.0000021705302929,+0000.0000000000000000
+0000.0000022592725231,+0000.0000000000000000
+0000.0000022334165099,+0000.0000000000000000
+0000.0000022903616974,+0000.0000000000000000
+0000.0000025537228945,+0000.0000000000000000
+0000.0000028711232344,+0000.0000000000000000
+0000.0000029808180733,+0000.0000000000000000
